hodnota,rok,orp,okres,kraj,typHodnoty,pohlavi,vekovaSkupina
888.68281751092,2017,,CZ0714,,1,0,7
3785.8524340562,2017,,CZ0715,,1,0,7
1066.4127588669,2017,,CZ0721,,1,0,7
502.8710011056,2017,,CZ0722,,1,0,7
352.17659659442,2017,,CZ0723,,1,0,7
192.8360101437,2017,,CZ0724,,1,0,7
214.33282040009,2017,,CZ0801,,1,0,7
288.8196397355,2017,,CZ0802,,1,0,7
134.56999710157,2017,,CZ0803,,1,0,7
183.52585555436,2017,,CZ0804,,1,0,7
282.52925099039,2017,,CZ0805,,1,0,7
435.65251064928,2017,,CZ0806,,1,0,7
1148.9001129793,2017,,,CZ010,1,0,7
925.93368120409,2017,,,CZ020,1,0,7
545.75340691018,2017,,,CZ031,1,0,7
954.45456565208,2017,,,CZ032,1,0,7
1058.9375385429,2017,,,CZ041,1,0,7
265.68701413717,2017,,,CZ042,1,0,7
1511.7667222203,2017,,,CZ051,1,0,7
1711.7452880417,2017,,,CZ052,1,0,7
698.98556965321,2017,,,CZ053,1,0,7
1165.077924043,2017,,,CZ063,1,0,7
1198.3897878651,2017,,,CZ064,1,0,7
1386.0361307435,2017,,,CZ071,1,0,7
467.4816284089,2017,,,CZ072,1,0,7
276.39434596162,2017,,,CZ080,1,0,7
912.96064492648,2017,,,CZ000,1,0,7
1514.7394321807,2017,,,CZ010,1,1,0
2097.1441989848,2017,,,CZ020,1,1,0
835.24651504966,2017,,,CZ031,1,1,0
1032.6416527843,2017,,,CZ032,1,1,0
1609.141950529,2017,,,CZ041,1,1,0
638.29421458376,2017,,,CZ042,1,1,0
2509.4316997353,2017,,,CZ051,1,1,0
3660.6504053047,2017,,,CZ052,1,1,0
2388.0608680021,2017,,,CZ053,1,1,0
1964.0919638544,2017,,,CZ063,1,1,0
1343.8231136884,2017,,,CZ064,1,1,0
1568.0438032084,2017,,,CZ071,1,1,0
844.77851258765,2017,,,CZ072,1,1,0
539.0448550863,2017,,,CZ080,1,1,0
1509.8198297672,2017,,,CZ000,1,1,0
1514.7394321807,2017,,CZ0100,,1,1,0
553.37934464963,2017,,CZ0201,,1,1,0
14888.019278813,2017,,CZ0202,,1,1,0
835.15659186097,2017,,CZ0203,,1,1,0
1306.5164273742,2017,,CZ0204,,1,1,0
3722.7872346165,2017,,CZ0205,,1,1,0
363.80172805821,2017,,CZ0206,,1,1,0
605.26439262422,2017,,CZ0207,,1,1,0
844.25821440425,2017,,CZ0208,,1,1,0
680.14556277685,2017,,CZ0209,,1,1,0
2.882052021039,2017,,CZ020A,,1,1,0
3824.2848286246,2017,,CZ020B,,1,1,0
1833.1939039028,2017,,CZ020C,,1,1,0
1253.5055664145,2017,,CZ0311,,1,1,0
165.86444646806,2017,,CZ0312,,1,1,0
64.719141243947,2017,,CZ0313,,1,1,0
266.17819628495,2017,,CZ0314,,1,1,0
1062.6574307305,2017,,CZ0315,,1,1,0
1174.3528201612,2017,,CZ0316,,1,1,0
1192.4162327596,2017,,CZ0317,,1,1,0
604.55540668606,2017,,CZ0321,,1,1,0
441.41345727164,2017,,CZ0322,,1,1,0
1992.6688928288,2017,,CZ0323,,1,1,0
555.73097568677,2017,,CZ0324,,1,1,0
524.01523478439,2017,,CZ0325,,1,1,0
746.02122015915,2017,,CZ0326,,1,1,0
735.18379594899,2017,,CZ0327,,1,1,0
3374.1991265214,2017,,CZ0411,,1,1,0
1139.0042954722,2017,,CZ0412,,1,1,0
415.19992779132,2017,,CZ0413,,1,1,0
152.92173187723,2017,,CZ0421,,1,1,0
444.83985765125,2017,,CZ0422,,1,1,0
763.6933762665,2017,,CZ0423,,1,1,0
957.66601105179,2017,,CZ0424,,1,1,0
576.3123148842,2017,,CZ0425,,1,1,0
695.92897155429,2017,,CZ0426,,1,1,0
1016.0446101741,2017,,CZ0427,,1,1,0
1133.7020489303,2017,,CZ0511,,1,1,0
995.62288798676,2017,,CZ0512,,1,1,0
4747.8162862778,2017,,CZ0513,,1,1,0
1039.5689326729,2017,,CZ0514,,1,1,0
8991.3161329184,2017,,CZ0521,,1,1,0
3202.0265991134,2017,,CZ0522,,1,1,0
509.56585724798,2017,,CZ0523,,1,1,0
1215.424375016,2017,,CZ0524,,1,1,0
1272.4167378309,2017,,CZ0525,,1,1,0
537.01944514453,2017,,CZ0531,,1,1,0
5630.7025952356,2017,,CZ0532,,1,1,0
1517.7687634649,2017,,CZ0533,,1,1,0
430.49800125928,2017,,CZ0534,,1,1,0
1509.7880325841,2017,,CZ0631,,1,1,0
6548.1942803966,2017,,CZ0632,,1,1,0
159.11565195545,2017,,CZ0633,,1,1,0
365.84261523137,2017,,CZ0634,,1,1,0
568.76234588924,2017,,CZ0635,,1,1,0
1234.5910300124,2017,,CZ0641,,1,1,0
1856.238613921,2017,,CZ0642,,1,1,0
127.59229638396,2017,,CZ0643,,1,1,0
2817.3974291248,2017,,CZ0644,,1,1,0
530.32988093832,2017,,CZ0645,,1,1,0
495.81654787729,2017,,CZ0646,,1,1,0
2415.9570496525,2017,,CZ0647,,1,1,0
623.21474941574,2017,,CZ0711,,1,1,0
734.26082068578,2017,,CZ0712,,1,1,0
989.05247263118,2017,,CZ0713,,1,1,0
1307.811014294,2017,,CZ0714,,1,1,0
4265.1877993446,2017,,CZ0715,,1,1,0
1001.5467904099,2017,,CZ0721,,1,1,0
459.42464577072,2017,,CZ0722,,1,1,0
645.47247166305,2017,,CZ0723,,1,1,0
1196.0750780281,2017,,CZ0724,,1,1,0
270.17605020045,2017,,CZ0801,,1,1,0
746.25446802038,2017,,CZ0802,,1,1,0
411.40218222027,2017,,CZ0803,,1,1,0
155.11961594523,2017,,CZ0804,,1,1,0
320.10169295661,2017,,CZ0805,,1,1,0
883.28277183458,2017,,CZ0806,,1,1,0
1514.7394321807,2017,1000,,,1,1,0
592.25977739201,2017,2101,,,1,1,0
6.5582371458552,2017,2102,,,1,1,0
250.92194806676,2017,2103,,,1,1,0
10990.761388977,2017,2104,,,1,1,0
2.8861694758716,2017,2105,,,1,1,0
3505.1946790951,2017,2106,,,1,1,0
1050.8352793246,2017,2107,,,1,1,0
45538.79456132,2017,2108,,,1,1,0
874.50519237458,2017,2109,,,1,1,0
708.81558402934,2017,2110,,,1,1,0
0,2017,2111,,,1,1,0
0,2017,2112,,,1,1,0
985.92669157987,2017,2113,,,1,1,0
888.35423124971,2017,2114,,,1,1,0
699.69264147532,2017,2115,,,1,1,0
0,2017,2116,,,1,1,0
0,2017,2117,,,1,1,0
1419.4610162518,2017,2118,,,1,1,0
46.388336646786,2017,2119,,,1,1,0
5441.7805226207,2017,2120,,,1,1,0
1831.86130193,2017,2121,,,1,1,0
1363.9648319884,2017,2122,,,1,1,0
1584.1223597961,2017,2123,,,1,1,0
710.58775758806,2017,2124,,,1,1,0
726.50574173893,2017,2125,,,1,1,0
0,2017,2126,,,1,1,0
0,2017,3101,,,1,1,0
1440.4910823672,2017,3102,,,1,1,0
244.76866961029,2017,3103,,,1,1,0
10.487676979549,2017,3104,,,1,1,0
116.58534479036,2017,3105,,,1,1,0
0,2017,3106,,,1,1,0
783.92403665673,2017,3107,,,1,1,0
84.961767204758,2017,3108,,,1,1,0
1582.5440594653,2017,3109,,,1,1,0
727.7081798084,2017,3110,,,1,1,0
1587.656529517,2017,3111,,,1,1,0
1321.0944037325,2017,3112,,,1,1,0
0,2017,3113,,,1,1,0
8.2501443775266,2017,3114,,,1,1,0
893.8706015891,2017,3115,,,1,1,0
68.783675341052,2017,3116,,,1,1,0
957.10135019655,2017,3117,,,1,1,0
0,2017,3201,,,1,1,0
920.39800995025,2017,3202,,,1,1,0
86.117809162935,2017,3203,,,1,1,0
0,2017,3204,,,1,1,0
685.01382045427,2017,3205,,,1,1,0
0,2017,3206,,,1,1,0
0,2017,3207,,,1,1,0
734.42481997636,2017,3208,,,1,1,0
1988.9478769718,2017,3209,,,1,1,0
186.74966651845,2017,3210,,,1,1,0
747.04295496991,2017,3211,,,1,1,0
1345.1358153259,2017,3212,,,1,1,0
528.66541353383,2017,3213,,,1,1,0
108.36042343919,2017,3214,,,1,1,0
832.87369001655,2017,3215,,,1,1,0
0,2017,4101,,,1,1,0
1621.7311980539,2017,4102,,,1,1,0
1426.3703427024,2017,4103,,,1,1,0
44.702726866339,2017,4104,,,1,1,0
9651.6129032258,2017,4105,,,1,1,0
257.71350848307,2017,4106,,,1,1,0
481.45980741608,2017,4107,,,1,1,0
0,2017,4201,,,1,1,0
258.12843845332,2017,4202,,,1,1,0
518.63377046751,2017,4203,,,1,1,0
304.60658887483,2017,4204,,,1,1,0
426.78138550309,2017,4205,,,1,1,0
1664.3624375199,2017,4206,,,1,1,0
777.68464189252,2017,4207,,,1,1,0
238.87079261672,2017,4208,,,1,1,0
26.856452262656,2017,4209,,,1,1,0
0,2017,4210,,,1,1,0
1818.0697645754,2017,4211,,,1,1,0
0,2017,4212,,,1,1,0
861.07035292301,2017,4213,,,1,1,0
1016.25320787,2017,4214,,,1,1,0
0,2017,4215,,,1,1,0
1799.2565055762,2017,4216,,,1,1,0
1523.0439726064,2017,5101,,,1,1,0
417.62201113659,2017,5102,,,1,1,0
1620.2251337885,2017,5103,,,1,1,0
899.76606082419,2017,5104,,,1,1,0
5676.874520174,2017,5105,,,1,1,0
0,2017,5106,,,1,1,0
15.595757953837,2017,5107,,,1,1,0
0,2017,5108,,,1,1,0
1717.0540258785,2017,5109,,,1,1,0
0,2017,5110,,,1,1,0
1069.7847991044,2017,5201,,,1,1,0
0,2017,5202,,,1,1,0
2990.3057419836,2017,5203,,,1,1,0
2835.8699222599,2017,5204,,,1,1,0
7631.7383403998,2017,5205,,,1,1,0
0,2017,5206,,,1,1,0
4096.5679676985,2017,5207,,,1,1,0
1502.6541445488,2017,5208,,,1,1,0
625.31517902168,2017,5209,,,1,1,0
469.76814668889,2017,5210,,,1,1,0
71.32667617689,2017,5211,,,1,1,0
20245.683161432,2017,5212,,,1,1,0
1720.9769945,2017,5213,,,1,1,0
813.3971291866,2017,5214,,,1,1,0
646.14491070132,2017,5215,,,1,1,0
597.18309859155,2017,5301,,,1,1,0
1523.2803219007,2017,5302,,,1,1,0
0,2017,5303,,,1,1,0
286.97195943481,2017,5304,,,1,1,0
0,2017,5305,,,1,1,0
0,2017,5306,,,1,1,0
1928.4369114878,2017,5307,,,1,1,0
1631.8438310203,2017,5308,,,1,1,0
7525.2661046705,2017,5309,,,1,1,0
0,2017,5310,,,1,1,0
0,2017,5311,,,1,1,0
2020.8562730747,2017,5312,,,1,1,0
1539.8829688944,2017,5313,,,1,1,0
18.555170707571,2017,5314,,,1,1,0
260.4345144267,2017,5315,,,1,1,0
301.99315482182,2017,6101,,,1,1,0
2637.1756699277,2017,6102,,,1,1,0
0,2017,6103,,,1,1,0
0,2017,6104,,,1,1,0
7347.4495872106,2017,6105,,,1,1,0
68.888314819599,2017,6106,,,1,1,0
0,2017,6107,,,1,1,0
1183.5548172757,2017,6108,,,1,1,0
0,2017,6109,,,1,1,0
254.60067893514,2017,6110,,,1,1,0
262.65279321144,2017,6111,,,1,1,0
293.07419404597,2017,6112,,,1,1,0
525.17596101787,2017,6113,,,1,1,0
1055.9662090813,2017,6114,,,1,1,0
0,2017,6115,,,1,1,0
1557.6323987539,2017,6201,,,1,1,0
878.46582218911,2017,6202,,,1,1,0
1856.2081491531,2017,6203,,,1,1,0
4598.3721968474,2017,6204,,,1,1,0
0,2017,6205,,,1,1,0
1198.1443780663,2017,6206,,,1,1,0
1002.0152261532,2017,6207,,,1,1,0
1015.0594891422,2017,6208,,,1,1,0
98.039215686275,2017,6209,,,1,1,0
0,2017,6210,,,1,1,0
837.1618172537,2017,6211,,,1,1,0
17.953321364452,2017,6212,,,1,1,0
0,2017,6213,,,1,1,0
0,2017,6214,,,1,1,0
95.777100565956,2017,6215,,,1,1,0
0,2017,6216,,,1,1,0
32.763252735732,2017,6217,,,1,1,0
239.38716884775,2017,6218,,,1,1,0
831.0573546625,2017,6219,,,1,1,0
3008.8691796009,2017,6220,,,1,1,0
0,2017,6221,,,1,1,0
504.06214789776,2017,7101,,,1,1,0
623.11766538581,2017,7102,,,1,1,0
0,2017,7103,,,1,1,0
318.68277785155,2017,7104,,,1,1,0
826.16759399764,2017,7105,,,1,1,0
0,2017,7106,,,1,1,0
689.034971058,2017,7107,,,1,1,0
1101.372511928,2017,7108,,,1,1,0
1836.3393957689,2017,7109,,,1,1,0
1019.385026738,2017,7110,,,1,1,0
4213.7055391021,2017,7111,,,1,1,0
648.64864864865,2017,7112,,,1,1,0
6762.4838769117,2017,7113,,,1,1,0
263.29647182728,2017,7201,,,1,1,0
9.5356155239821,2017,7202,,,1,1,0
1477.1882894932,2017,7203,,,1,1,0
0,2017,7204,,,1,1,0
4631.2789454934,2017,7205,,,1,1,0
225.62915822968,2017,7206,,,1,1,0
132.18770654329,2017,7207,,,1,1,0
1011.0329450659,2017,7208,,,1,1,0
1543.7392795883,2017,7209,,,1,1,0
1719.4082492407,2017,7210,,,1,1,0
0,2017,7211,,,1,1,0
200.93977989366,2017,7212,,,1,1,0
332.30923568876,2017,7213,,,1,1,0
39.407313997478,2017,8101,,,1,1,0
176.28107713817,2017,8102,,,1,1,0
461.15838594565,2017,8103,,,1,1,0
47.732696897375,2017,8104,,,1,1,0
0,2017,8105,,,1,1,0
894.51292680266,2017,8106,,,1,1,0
524.20345646654,2017,8107,,,1,1,0
802.02715268737,2017,8108,,,1,1,0
65.481287462852,2017,8109,,,1,1,0
0,2017,8110,,,1,1,0
248.98561416451,2017,8111,,,1,1,0
128.5728414598,2017,8112,,,1,1,0
1270.1421800948,2017,8113,,,1,1,0
201.20724346076,2017,8114,,,1,1,0
277.32257657885,2017,8115,,,1,1,0
224.95856026521,2017,8116,,,1,1,0
263.24315567795,2017,8117,,,1,1,0
244.36600597339,2017,8118,,,1,1,0
883.22072215907,2017,8119,,,1,1,0
0,2017,8120,,,1,1,0
854.15889593435,2017,8121,,,1,1,0
0,2017,8122,,,1,1,0
1351.4454780923,2016,,CZ0100,,1,1,0
2395.2095808383,2016,,CZ0201,,1,1,0
16342.107619303,2016,,CZ0202,,1,1,0
726.24926181412,2016,,CZ0203,,1,1,0
988.86759368756,2016,,CZ0204,,1,1,0
2612.890984984,2016,,CZ0205,,1,1,0
314.48938360081,2016,,CZ0206,,1,1,0
710.91538219566,2016,,CZ0207,,1,1,0
1250.600246362,2016,,CZ0208,,1,1,0
664.51920782629,2016,,CZ0209,,1,1,0
20.546537908362,2016,,CZ020A,,1,1,0
955.91104174795,2016,,CZ020B,,1,1,0
1373.2970027248,2016,,CZ020C,,1,1,0
869.81609907782,2016,,CZ0311,,1,1,0
836.15304528891,2016,,CZ0312,,1,1,0
155.73898146706,2016,,CZ0313,,1,1,0
370.00917852226,2016,,CZ0314,,1,1,0
1132.8770356384,2016,,CZ0315,,1,1,0
1263.2180623035,2016,,CZ0316,,1,1,0
654.32270639009,2016,,CZ0317,,1,1,0
761.9359058208,2016,,CZ0321,,1,1,0
11297.627941726,2016,,CZ0322,,1,1,0
7387.3403398829,2016,,CZ0323,,1,1,0
514.0409328891,2016,,CZ0324,,1,1,0
453.02445302445,2016,,CZ0325,,1,1,0
1727.9519178597,2016,,CZ0326,,1,1,0
478.46889952153,2016,,CZ0327,,1,1,0
2912.6428634713,2016,,CZ0411,,1,1,0
487.01867488876,2016,,CZ0412,,1,1,0
2061.6475233309,2016,,CZ0413,,1,1,0
684.11888876905,2016,,CZ0421,,1,1,0
507.38454577772,2016,,CZ0422,,1,1,0
872.2352504513,2016,,CZ0423,,1,1,0
1500.3628022377,2016,,CZ0424,,1,1,0
529.63654136675,2016,,CZ0425,,1,1,0
567.89892954942,2016,,CZ0426,,1,1,0
937.24879850861,2016,,CZ0427,,1,1,0
3323.4888757629,2016,,CZ0511,,1,1,0
2832.293611402,2016,,CZ0512,,1,1,0
4634.1751239084,2016,,CZ0513,,1,1,0
1194.362825117,2016,,CZ0514,,1,1,0
7120.5096309699,2016,,CZ0521,,1,1,0
3437.8723727911,2016,,CZ0522,,1,1,0
1074.0645540337,2016,,CZ0523,,1,1,0
2536.1295787663,2016,,CZ0524,,1,1,0
1788.1494613392,2016,,CZ0525,,1,1,0
583.70663408769,2016,,CZ0531,,1,1,0
4590.9323435288,2016,,CZ0532,,1,1,0
1554.2834966528,2016,,CZ0533,,1,1,0
1207.6410744346,2016,,CZ0534,,1,1,0
1276.8945923514,2016,,CZ0631,,1,1,0
7830.1058703402,2016,,CZ0632,,1,1,0
693.00843905438,2016,,CZ0633,,1,1,0
392.07183767865,2016,,CZ0634,,1,1,0
953.38442975375,2016,,CZ0635,,1,1,0
819.41084922465,2016,,CZ0641,,1,1,0
2861.535927075,2016,,CZ0642,,1,1,0
375.45180300922,2016,,CZ0643,,1,1,0
2000.5292405398,2016,,CZ0644,,1,1,0
686.65478561694,2016,,CZ0645,,1,1,0
847.19380948146,2016,,CZ0646,,1,1,0
2152.088005981,2016,,CZ0647,,1,1,0
669.82687551525,2016,,CZ0711,,1,1,0
864.60147413232,2016,,CZ0712,,1,1,0
1075.8573828354,2016,,CZ0713,,1,1,0
2161.2958439012,2016,,CZ0714,,1,1,0
6808.810218244,2016,,CZ0715,,1,1,0
1815.0605663143,2016,,CZ0721,,1,1,0
586.23352111871,2016,,CZ0722,,1,1,0
499.95751069314,2016,,CZ0723,,1,1,0
1143.8030650932,2016,,CZ0724,,1,1,0
383.64834402636,2016,,CZ0801,,1,1,0
845.03293632311,2016,,CZ0802,,1,1,0
384.87606506584,2016,,CZ0803,,1,1,0
156.4401181992,2016,,CZ0804,,1,1,0
1112.4845488257,2016,,CZ0805,,1,1,0
948.73035682449,2016,,CZ0806,,1,1,0
1351.4454780923,2016,1000,,,1,1,0
527.52372144007,2016,2101,,,1,1,0
2663.4705020642,2016,2102,,,1,1,0
307.8901728472,2016,2103,,,1,1,0
7699.6805111821,2016,2104,,,1,1,0
20.54472880958,2016,2105,,,1,1,0
1491.5053338601,2016,2106,,,1,1,0
1124.0029006526,2016,2107,,,1,1,0
44263.634506707,2016,2108,,,1,1,0
770.24391057168,2016,2109,,,1,1,0
834.56185502611,2016,2110,,,1,1,0
71.303558695793,2016,2111,,,1,1,0
0,2016,2112,,,1,1,0
1209.710156694,2016,2113,,,1,1,0
655.9665038381,2016,2114,,,1,1,0
819.41895746652,2016,2115,,,1,1,0
11.708230886313,2016,2116,,,1,1,0
83.606662807898,2016,2117,,,1,1,0
748.58027878162,2016,2118,,,1,1,0
2022.144135782,2016,2119,,,1,1,0
922.31597323247,2016,2120,,,1,1,0
1373.8959764475,2016,2121,,,1,1,0
1229.811367279,2016,2122,,,1,1,0
891.80089180089,2016,2123,,,1,1,0
590.87204563977,2016,2124,,,1,1,0
7781.6764132554,2016,2125,,,1,1,0
0,2016,2126,,,1,1,0
688.14055636896,2016,3101,,,1,1,0
1028.7718386699,2016,3102,,,1,1,0
1231.5506996358,2016,3103,,,1,1,0
0,2016,3104,,,1,1,0
271.27109886324,2016,3105,,,1,1,0
0,2016,3106,,,1,1,0
1094.2116205274,2016,3107,,,1,1,0
112.65198306336,2016,3108,,,1,1,0
1648.2857827859,2016,3109,,,1,1,0
313.07550644567,2016,3110,,,1,1,0
1768.920734438,2016,3111,,,1,1,0
748.61696188398,2016,3112,,,1,1,0
0,2016,3113,,,1,1,0
57.636887608069,2016,3114,,,1,1,0
311.21799405857,2016,3115,,,1,1,0
148.98005959202,2016,3116,,,1,1,0
0,2016,3117,,,1,1,0
0,2016,3201,,,1,1,0
1159.6655385228,2016,3202,,,1,1,0
85.866391894213,2016,3203,,,1,1,0
0,2016,3204,,,1,1,0
407.88579197825,2016,3205,,,1,1,0
384.54659273833,2016,3206,,,1,1,0
0,2016,3207,,,1,1,0
480.64760941057,2016,3208,,,1,1,0
7388.6265207077,2016,3209,,,1,1,0
258.92857142857,2016,3210,,,1,1,0
1727.6634812002,2016,3211,,,1,1,0
1155.5169417897,2016,3212,,,1,1,0
318.13361611877,2016,3213,,,1,1,0
39364.445553615,2016,3214,,,1,1,0
554.13942147844,2016,3215,,,1,1,0
0,2016,4101,,,1,1,0
4125.1720508461,2016,4102,,,1,1,0
557.67264615671,2016,4103,,,1,1,0
1826.7530936948,2016,4104,,,1,1,0
2543.3923354528,2016,4105,,,1,1,0
270.82887891098,2016,4106,,,1,1,0
2104.2879830598,2016,4107,,,1,1,0
106.5224516552,2016,4201,,,1,1,0
556.50907577885,2016,4202,,,1,1,0
633.70731105906,2016,4203,,,1,1,0
267.19167486992,2016,4204,,,1,1,0
545.96328396915,2016,4205,,,1,1,0
1464.6785109983,2016,4206,,,1,1,0
1704.1486241095,2016,4207,,,1,1,0
840.4579046515,2016,4208,,,1,1,0
56.214364108467,2016,4209,,,1,1,0
89.411163622429,2016,4210,,,1,1,0
1491.7058677891,2016,4211,,,1,1,0
877.72397094431,2016,4212,,,1,1,0
677.20958867213,2016,4213,,,1,1,0
937.2648286242,2016,4214,,,1,1,0
853.07105580088,2016,4215,,,1,1,0
1989.0158824403,2016,4216,,,1,1,0
4446.2109167992,2016,5101,,,1,1,0
376.86383745699,2016,5102,,,1,1,0
3384.0445269017,2016,5103,,,1,1,0
871.4401221813,2016,5104,,,1,1,0
5546.3457855775,2016,5105,,,1,1,0
76.852136489394,2016,5106,,,1,1,0
351.58996796625,2016,5107,,,1,1,0
644.72013285142,2016,5108,,,1,1,0
1829.3809670465,2016,5109,,,1,1,0
4490.2093180284,2016,5110,,,1,1,0
1308.157472541,2016,5201,,,1,1,0
1849.0603959401,2016,5202,,,1,1,0
1844.4146958203,2016,5203,,,1,1,0
3484.6652742662,2016,5204,,,1,1,0
7868.7183537609,2016,5205,,,1,1,0
2944.5546622115,2016,5206,,,1,1,0
4095.9797937276,2016,5207,,,1,1,0
229.05759162304,2016,5208,,,1,1,0
638.93466052393,2016,5209,,,1,1,0
996.3768115942,2016,5210,,,1,1,0
99.828864803195,2016,5211,,,1,1,0
1016.401016401,2016,5212,,,1,1,0
4608.3496644694,2016,5213,,,1,1,0
1094.4957047407,2016,5214,,,1,1,0
3320.496984669,2016,5215,,,1,1,0
2729.6118134019,2016,5301,,,1,1,0
1459.5058666412,2016,5302,,,1,1,0
0,2016,5303,,,1,1,0
360.42179090666,2016,5304,,,1,1,0
0,2016,5305,,,1,1,0
0,2016,5306,,,1,1,0
1000.0757633154,2016,5307,,,1,1,0
1729.7873961747,2016,5308,,,1,1,0
6109.422008564,2016,5309,,,1,1,0
1472.5568942436,2016,5310,,,1,1,0
168.40417000802,2016,5311,,,1,1,0
1931.275029066,2016,5312,,,1,1,0
1291.8108419839,2016,5313,,,1,1,0
2261.7723396366,2016,5314,,,1,1,0
322.8021978022,2016,5315,,,1,1,0
270.43269230769,2016,6101,,,1,1,0
2188.2853276629,2016,6102,,,1,1,0
1428.7360294965,2016,6103,,,1,1,0
81.929904415112,2016,6104,,,1,1,0
8808.6569579288,2016,6105,,,1,1,0
0,2016,6106,,,1,1,0
525.76235541535,2016,6107,,,1,1,0
1148.3550589696,2016,6108,,,1,1,0
125.7334450964,2016,6109,,,1,1,0
528.12961553954,2016,6110,,,1,1,0
251.48375414948,2016,6111,,,1,1,0
244.72315692872,2016,6112,,,1,1,0
491.32089733553,2016,6113,,,1,1,0
1413.4668892599,2016,6114,,,1,1,0
795.55618321329,2016,6115,,,1,1,0
779.34204855624,2016,6201,,,1,1,0
864.03267614484,2016,6202,,,1,1,0
2860.7347548255,2016,6203,,,1,1,0
3205.7875608585,2016,6204,,,1,1,0
0,2016,6205,,,1,1,0
1398.6013986014,2016,6206,,,1,1,0
962.13357339785,2016,6207,,,1,1,0
1012.8065623169,2016,6208,,,1,1,0
134.5050215208,2016,6209,,,1,1,0
0,2016,6210,,,1,1,0
287.76978417266,2016,6211,,,1,1,0
0,2016,6212,,,1,1,0
86.318515321536,2016,6213,,,1,1,0
0,2016,6214,,,1,1,0
1266.8250197941,2016,6215,,,1,1,0
0,2016,6216,,,1,1,0
860.18659432277,2016,6217,,,1,1,0
551.43160127253,2016,6218,,,1,1,0
924.62546816479,2016,6219,,,1,1,0
2683.506092824,2016,6220,,,1,1,0
802.46913580247,2016,6221,,,1,1,0
563.49724182929,2016,7101,,,1,1,0
670.17218269925,2016,7102,,,1,1,0
0,2016,7103,,,1,1,0
211.89246457423,2016,7104,,,1,1,0
505.26315789474,2016,7105,,,1,1,0
0,2016,7106,,,1,1,0
878.52742070434,2016,7107,,,1,1,0
1197.8564673742,2016,7108,,,1,1,0
3210.7325896895,2016,7109,,,1,1,0
1006.7681895093,2016,7110,,,1,1,0
11709.89601589,2016,7111,,,1,1,0
997.12540424003,2016,7112,,,1,1,0
324.75490196078,2016,7113,,,1,1,0
393.08176100629,2016,7201,,,1,1,0
0,2016,7202,,,1,1,0
2699.499214745,2016,7203,,,1,1,0
508.16304465348,2016,7204,,,1,1,0
555.62123182409,2016,7205,,,1,1,0
248.62677074299,2016,7206,,,1,1,0
927.14930065151,2016,7207,,,1,1,0
11.50527325024,2016,7208,,,1,1,0
5204.2385916937,2016,7209,,,1,1,0
313.7101122494,2016,7210,,,1,1,0
371.16858237548,2016,7211,,,1,1,0
757.41248191139,2016,7212,,,1,1,0
606.60572719476,2016,7213,,,1,1,0
62.863429200063,2016,8101,,,1,1,0
253.53132922854,2016,8102,,,1,1,0
632.9459267747,2016,8103,,,1,1,0
118.93434823977,2016,8104,,,1,1,0
0,2016,8105,,,1,1,0
774.10658992386,2016,8106,,,1,1,0
1680.8107440059,2016,8107,,,1,1,0
191.16935762489,2016,8108,,,1,1,0
60.609121672812,2016,8109,,,1,1,0
978.73476287926,2016,8110,,,1,1,0
358.728035508,2016,8111,,,1,1,0
138.01942130428,2016,8112,,,1,1,0
1726.59140499,2016,8113,,,1,1,0
299.58058717795,2016,8114,,,1,1,0
260.95374384444,2016,8115,,,1,1,0
224.42712024569,2016,8116,,,1,1,0
173.74439371288,2016,8117,,,1,1,0
1184.103811841,2016,8118,,,1,1,0
949.2017786385,2016,8119,,,1,1,0
12.733987011333,2016,8120,,,1,1,0
557.93193230426,2016,8121,,,1,1,0
10159.155139075,2016,8122,,,1,1,0
1351.4454780923,2016,,,CZ010,1,1,0
2003.3094721103,2016,,,CZ020,1,1,0
739.78076570009,2016,,,CZ031,1,1,0
4451.8908568693,2016,,,CZ032,1,1,0
1711.1017260875,2016,,,CZ041,1,1,0
766.81813388787,2016,,,CZ042,1,1,0
3375.4532672242,2016,,,CZ051,1,1,0
3557.5046935456,2016,,,CZ052,1,1,0
2264.8097262344,2016,,,CZ053,1,1,0
2372.3436239062,2016,,,CZ063,1,1,0
1612.4053591929,2016,,,CZ064,1,1,0
2301.2309359758,2016,,,CZ071,1,1,0
970.20169706632,2016,,,CZ072,1,1,0
692.79863360503,2016,,,CZ080,1,1,0
1815.5552115035,2016,,,CZ000,1,1,0
1239.7156484862,2016,,,CZ010,1,1,1
804.8529399253,2016,,,CZ020,1,1,1
676.33041311527,2016,,,CZ031,1,1,1
3809.7166902946,2016,,,CZ032,1,1,1
1754.462532187,2016,,,CZ041,1,1,1
806.95776921008,2016,,,CZ042,1,1,1
2502.026781471,2016,,,CZ051,1,1,1
1480.7937797377,2016,,,CZ052,1,1,1
911.17283048287,2016,,,CZ053,1,1,1
2309.9718852106,2016,,,CZ063,1,1,1
1268.5881144217,2016,,,CZ064,1,1,1
6997.4399609899,2016,,,CZ071,1,1,1
567.71917126572,2016,,,CZ072,1,1,1
455.88600689231,2016,,,CZ080,1,1,1
1580.2315430959,2016,,,CZ000,1,1,1
1626.4567673802,2017,1000,,,1,1,1
135.76415826222,2017,2101,,,1,1,1
0,2017,2102,,,1,1,1
17.56234632947,2017,2103,,,1,1,1
