id;title;latin_title;classes;order;description;image_src;image_alt;continents;spread_note;biotop;biotopes_note;food;food_note;proportions;reproduction;attractions;projects_note;breeding;localities_title;localities_url;
145;"Jelen lyrorohý";"Cervus eldii thamin";"Savci (Mammalia)";"Sudokopytníci (Artiodactyla)";"Tento tropický jelen dostal české jméno podle tvaru paroží, které mají jako u téměř všech jelenovitých jen samci.
";"https://zoopraha.cz/images/lexikon/jelen_lyrorohý_2.jpg";"Jelen lyrorohý, foto: archiv Zoo Praha";"Asie";"několik izolovaných populací ve středním Myanmaru, vysazen v Thajsku";"tropický les";"mokřady, lesy";"části rostlin";"části rostlin - hlavně tráva, příležitostně květy, listy a plody";"délka těla 1–1,7 m, délka ocasu 22–25 cm, výška v kohoutku 1,1–1,3 m, hmotnost 95–150 kg";"březost 236–244 dny, počet mláďat 1";"Základem jeho společenského uspořádání jsou samičí skupiny, ke kterým se v době říje připojují samci. Jelen lyrorohý je aktivní za šera a v noci. Žije skrytě a je velmi plachý. ";"Je zařazen do Červeného seznamu IUCN jako ohrožený druh.  Hlavní hrozbou je lov pro maso, trofeje i části těla užívané v tradičním léčitelství. Další vážnou hrozbou je úbytek přirozených biotopů.";" 
. Do Prahy přišli první jeleni v roce 1985 a od té doby jsme odchovali více než 40 mláďat.
 
 
 ";"Horní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu"
146;"Jeřáb bělošíjí";"Grus vipio";"Ptáci (Aves)";"Krátkokřídlí (Gruiformes)";"
Má převážně břidlicově šedé zbarvení, s bílým temenem a zadní stranou krkiu. Typické jsou červené lysiny kolem očí. 
";"https://zoopraha.cz/images/lexikon-images/jerab_belosiji__9325srgb_-_Tomas_Adamec.jpg";"Foto: Tomáš Adamec, Zoo Praha";"Asie";"SV Mongolsko, Čína a Rusko, zimuje v S Japonsku, Číně a Koreji";"travnaté území";"podmáčené louky, bažinaté okolí sladkých vod";"plody";"drobní bezobratlí i obratlovci, semena, plody, výhonky";"výška těla 127–132 cm, rozpětí křídel 200–210 cm, hmotnost 4,7–6,5 kg";"počet vajec 2 (1–4), inkubace 28−36 dní";"Patří k tažným druhům jeřábů. Tažní jeřábi překonávají během svých cest mezi zimovišti a hnízdišti obrovské vzdálenosti. Denně urazí 300 až 800 km. Létají většinou ve výškách 2000 m, ale někteří eurasijští jeřábi jsou skutečnými výškovými rekordmany. Při přeletu himálajských vrcholků vystoupají až do výšky nad 10 000 m. Jeřábi létají ve formacích, nejčastěji ve tvaru „V“. Mláďata se drží vždy mezi svými rodiči a při prvním letu se učí znát tahovou cestu. Při letu jeřábi často využívají také stoupajících teplých vzdušných proudů, tzv. termik. Pomocí nich vystoupají do výšky a plachtěním pak bez námahy překonají vzdálenost k další termice.
";"V Červeném seznamu IUCN je zařazen jako zranitelný druh. Hlavní hrozbou je úbytek mokřadů na zimovištích i hnízdištích. Podle odhadů žije v přírodě nanejvýš 5 500−6 500 jedinců.";"V pražské zoo chováme od roku 1995 pár těchto elegantních ptáků a od roku 2002 nás téměř každoročně těší úspěšně vyvedenými mláďaty. ";"Ptačí mokřady";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady"
148;"Jeřáb mandžuský";"Grus japonensis";"Ptáci (Aves)";"Krátkokřídlí (Gruiformes)";"
Je převážně bílý, jen spodní část křídel má černou. Tváře, hrdlo a krk jsou u samců černé, u samic perlově šedé. Lysina na temeni hlavy je jasně červená, zobák olivově zelený a nohy černé.
";"https://zoopraha.cz/images/lexikon-images/_TT_6564.jpg";"Foto: Tomáš Adamec, Zoo Praha";"Asie";"Japonsko, Mandžusko (pomezí Ruska a Číny), Korea";"travnaté území";"rákosové porosty s hlubší vodou, močály a vlhké louky";"bezobratlí";"bezobratlí, drobní obratlovci, semena, výhonky a jiné části rostlin";"délka 150 cm, rozpětí křídel 220–250 cm, hmotnost 7–10 kg";"Samice snáší 2 vejce, sedí 29–34 dny.";"Je silně vázaný na vodu, i hnízdo si staví ve vodě hluboké 0,5 m. Pro své kontrastní bíločerné
zbarvení a půvabné zásnubní tance našel své místo ve výtvarném umění Japonska. Jeřábi žijí ve stálých párech po celý rok a obvykle setrvávají v páru do smrti jednoho z partnerů. Společně na začátku hnízdní sezony velmi úporně obhajují svá velká teritoria v mokřadech, na loukách či stepích. Oba partneři budují hnízdo z rostlinného materiálu. Samice snáší vždy pouze dvě vejce, v sezení na nich se střídají oba rodiče. Společně také pečují o vylíhnutá mláďata, kterým zprvu přinášejí potravu na špičce zobáku, odkud ji mláďata sezobávají. Mláďata běhají již brzy po vylíhnutí, rychle rostou a vzletná jsou ve 3 měsících. S rodiči zůstávají až do další hnízdní sezony. 
";"V pražské zoo nyní máme pár – samici Amálku, která přišla v roce 1998, a samce Saitamu, který přicestoval v roce 2010. Vytvořili harmonický pár, který již třikrát úspěšně zahnízdil. Jeřábi mandžuští se sice v zoo objevovali již dříve, ale vlastně jen krátce během tranzitu − jeden pár v roce 1957 a další v roce 1993.";"V pražské zoo nyní máme pár – samici Amálku, která přišla v roce 1998, a samce Saitamu, který přicestoval v roce 2010. Vytvořili harmonický pár, který již třikrát úspěšně zahnízdil. Jeřábi mandžuští se sice v zoo objevovali již dříve, ale vlastně jen krátce během tranzitu − jeden pár v roce 1957 a další v roce 1993.  ";"Ptačí mokřady";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady"
149;"Jeřáb panenský";"Anthropoides virgo";"Ptáci (Aves)";"Krátkokřídlí (Gruiformes)";"Je šedý, jen hlavu a přední část krku jsou černé. Na rozhraní krku a hrudi má delší splývavá černá pera a bílá „ouška“ z prodloužených per za očima. Má na rozhraní krku a hrudi delší splývavá černá pera, která vytvářejí dojem jakéhosi límce, a k tomu bílá „ouška“ z prodloužených per za očima. Je to nejmenší z jeřábů a na rozdíl od většiny ostatních druhů je v přírodě hojný a vyhubení mu nehrozí. Hnízdí v suchých oblastech a vejce snáší na holou zem.";"https://zoopraha.cz/images/lexikon-images/jerab_panensky_-_Cuatrok77_-_CC_BY_2.0_-_Fllckr.jpg";"Jeřáb panenský, foto: Cuatrok77";"Asie";"střední Asie od Černého moře po SV Čínu, zimuje v jižní Asii a severní Africe";"travnaté území";"Stepi až polopouště, vyhýbá se mokřadům.";"rostliny i živočichové";"semena rostlin, měkkýši, červi, hmyz a drobní obratlovci";"délka 85–95 cm, rozpětí křídel 150–170 cm, hmotnost 2–3 kg";"počet vajec 2 (1–4), inkubace 28−36 dní";"Je to nejmenší z jeřábů a na rozdíl od většiny ostatních druhů je v přírodě hojný a vyhubení mu nehrozí. Hnízdí v suchých oblastech a vejce snáší na holou zem.  Je tažný, během migrace je loven sportovními střelci.";"''";"Již v roce 1933 věnovala zoologické zahradě paní Ludmila Jandová, manželka zakladatele zoo, čtyři jeřáby panenské, z nichž jeden tu žil až do roku 1948. Další jeřábi přišli v roce 1974 a od té doby je tento druh chován v Zoo Praha dodnes. V roce 1993 se podařil první úspěšný odchov dvou mláďat.";"Ptačí mokřady";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady"
150;"Jeřáb rajský";"Anthropoides paradisea";"Ptáci (Aves)";"Krátkokřídlí (Gruiformes)";" K typickým znakům tohoto velice úhledného jeřába patří prodloužená křídelní pera, která splývají až na zem, a tvar hlavy, jenž trochu připomíná hlavu kobry s roztaženou kápí.
";"https://zoopraha.cz/images/lexikon/jeřáb_rajský_1.jpg";"Jeřáb rajský, foto: archiv Zoo Praha";"Afrika";"subsaharská Afrika";"travnaté území";"travnaté pláně v okolí vod";"rostliny i živočichové";"semena, vrcholky travin, hmyz, měkkýši, drobní obratlovci";"délka 110–120 cm, rozpětí křídel 180–200 cm, hmotnost 4,9–5,3 kg";"Samice snáší 1–2 vejce a sedí na nich 30–33 dny.";"Žije v trvalých párech, po vyhnízdění se jednotlivé páry sdružují do početných hejn. Svatební tance jeřábů od pradávna člověka uchvacovaly. Jsou součástí nápadného toku. Tanec jeřábů je plný rozmanitých, téměř baletních pohybů, vzájemného uklánění, rozevírání křídel, výskoků, poskoků a otoček doprovázených elegantními pohyby krku i nohou. Při tanci také sbírají zobákem klacíky a vyhazují je do výšky. Nezadaní jedinci tančí lépe a s větším nasazením než jeřábi již spárovaní. U nich má taneční rituál za úkol především odvracet možný vzájemný útok a upevňovat již vzniklý vztah.";"''";" 
V roce 1955 prošli zoologickou zahradou během tranzitu dva jeřábi rajští, ale teprve ptáci dovezení v roce 1984 zůstali v expozici a samice Káča žila v zoo až do roku 2003. První mládě bylo úspěšně odchováno v roce 1987, to byl ovšem umělý odchov. Až v roce 1989 odchovala Káča se svým partnerem jednoho potomka a v roce 1990 úspěch zopakovala. Samička z této snůšky žije v zoo dosud a dostala od chovatelů jméno Julča. 
 ";"Ptačí mokřady";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady"
151;"Jespák bojovný";"Philomachus pugnax";"Ptáci (Aves)";"Dlouhokřídlí (Chardriiformes)";"Jespáci bojovní jsou středně velcí bahňáci s pozoruhodnou pohlavní dvojtvárností. Samci se od samic liší nejen větší velikostí, ale v době toku především bohatým péřovým límcem kolem krku. Může být bílý, rezavý nebo téměř černý. Společně s prodlouženými pery na hlavě, oranžovými lysými tvářemi a černou skvrnou na hrudi slouží během okázalého toku jako nepřehlédnutelný signál, lákající samice a zastrašující soky.";"https://zoopraha.cz/images/lexikon-images/jespak_bojovny_-_Mike_Baird_-_CC_BY_2.0_-_Flickr.jpg";"Jespák bojovný, foto: Mike Baird";"Evropa";"Hnízdí v severní Eurasii, zimuje v západní a jižní Evropě, v Africe, jižní Asii a v Austrálii.";"travnaté území";"travnaté mokřady, mořské pobřeží, vlhké louky";"bezobratlí";"bezobratlí, na zimovišti i části rostlin";"délka těla 20–32 cm, rozpětí křídel 46–58 cm, hmotnost 70–250 g";"počet vajec 4, inkubace 23–24 dny";"V době toku se samci shromažďují na tradičním tokaništi, na které se dominantní samci často vracejí mnoho let. Satelitní samci nemají vlastní teritorium, ale využívají okrajové části tokaniště teritoriálních samců. Jespáci hnízdí na zemi, v mělké hnízdní jamce ukryté v porostu. ";"''";" 
V novodobé historii zoo je chováme od roku 2010, i když není vyloučeno, že bývali chováni i dříve.
 ";"Ptačí mokřady";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady"
152;"Ještěrka zelená";"Lacerta viridis";"Plazi (Reptilia)";"Šupinatí (Squamata)";"Je to naše největší a nejbarevnější ještěrka. Ještěrky zelené se vyznačují pohlavní dvojtvárností. Pro samce je typická výrazná kombinace jasně zeleného hřbetu a kobaltově modrého hrdla. Samičky jsou méně zelené nebo dokonce hnědavé a hrdlo mají bělavé.
";"https://zoopraha.cz/images/lexikon/Ještěrka_zelená_NET.jpg";"Ještěrka zelená, foto: archiv Zoo Praha";"Evropa";"střední a jihovýchodní Evropa, Turecko";"listnatý a smíšený les";"suché slunné stráně, okraje lesů";"bezobratlí";"hlavně hmyz a další bezobratlí, případně malí plazi";"délka 25−40 cm, hmotnost 30−45 g";"Samice klade 5−20 vajec, inkubace trvá 60−100 dní.";"Je aktivní ve dne a hodně času tráví sluněním. Podobně jako u ještěrek obecných jsou samičky jakoby stydlivější, méně se ukazují, méně propátrávají své teritorium. Samci bývají, zvláště na jaře, stále v pohybu. Na jaře opouštějí zimní úkryty nejprve samci (od poloviny března, u nás později) a obsazují vhodná teritoria. O dva týdny později následují i samice. Samci vyhánějí soupeře, hrozí jim s otevřenou tlamou a neváhají se pustit i do prudkého boje, při kterém se snaží soka kousnout. Samice zahrabává vejce poměrně mělce do písčité nebo jílovité půdy a dál se o ně nestará.
";"''";"Od jara 2014 obývá jedno z přírodních terárií na stezce Zakázance, která protíná skalní masiv a spojuje dolní a horní část areálu. Při založení zoo byla běžným obyvatelem celého jižního svahu až k hlavnímu vchodu. V průběhu 60. let se však stáhla až do nejzazšího cípu zoo a její populace se snížila na kritickou mez. Příčinou bylo zarůstání svahu akátem bílým, pod nímž neroste vegetace, nastává úbytek bezobratlých a ještěrkám chybí úkryty i potrava. Revitalizace svahu by mohla vést k tomu, že ještěrka zelená znovu vytvoří stabilní a perspektivní populaci. ";"Horní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu"
153;"Jezevec šedý";"Melogale moschata";"Savci (Mammalia)";"Šelmy (Carnivora)";"
Patří do skupiny takzvaných stromových jezevců, kteří našeho jezevce lesního připomínají jen málo. Jsou štíhlejší a menší. Hřbet může být čokoládově hnědý, šedý až krémový. Má nápadnou tmavou kresbu na hlavě, huňatý ocas, velké ušní boltce a světlý hřbetní pruh, který nesahá až ke kořeni ocasu.

";"https://zoopraha.cz/images/lexikon-images/jezevec_sedy__TTT4864_export_delsi_-_Tomas_Adamec.jpg";"Foto: Tomáš Adamec, Zoo Praha";"Asie";"Assám až střední Čína, indomalajská oblast, Tchaj-wan, Hainan";"tropický les";"tropické a subtropické lesy, výjimečně i travnatá místa";"rostliny i živočichové";"malí živočichové, plody";"délka těla 20–30 cm, délka ocasu 15–23 mm, hmotnost 1,5–2 kg";"Délka březosti není známa, počet mláďat 1–3";"Žije samotářsky – den tráví v noře nebo skalní skulině a večer se vydává hledat potravu. Je všežravý – na stromech i na zemi pátrá po plodech, bezobratlých nebo menších obratlovcích, ze země vyhrabává žížaly nebo hlízy. Jako všichni zástupci rodu Melogale má dobře vyvinuté anální pachové žlázy, jejichž výměšek vystřikuje do očí predátora. ";"''";"
Pár jezevců šedých chováme od roku 2005.
";"Pavilon Indonéská džungle ";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5828-indoneska-dzungle"
154;"Ježura australská";"Tachyglossus aculeatus";"Savci (Mammalia)";"Ježury (Tachyglossa)";"Ježura se trochu podobá ježkovi, protože má část srsti přeměněnou v černobílé bodliny a ostny. Má krátké nohy - přední jsou uzpůsobené k hrabání. Bezzubé čelisti jsou srostlé v protáhlý čenich, oči jsou malé.
";"https://zoopraha.cz/images/lexikon/ježura_australská_foto_Tomas_Adamec.jpg";"Ježura australská, foto: archiv Zoo Praha";"Austrálie";"Austrálie, Tasmánie, Nová Guinea";"listnatý a smíšený les";"suché křovinaté oblasti, tropické lesy";"bezobratlí";"mravenci, všekazi";"délka těla 35-55 cm, délka ocasu 9 cm, hmotnost 2,5-6 kg";"Samice je březí 9-27 dní a poté snese jedno vajíčko, které sklouzne do vaku na břiše. Po dalších 10 dnech se vylíhne mládě.";"Ježury jsou samotáři aktivní v noci. Pomocí jemného čichu hledají hnízda všekazů a mravenců, která rozhrabou silnými drápy. Vyplašený hmyz nabírají dlouhým lepkavým jazykem a vtahují do úzké, trubicovité tlamy. V případě nebezpečí se ježura buď stočí do klubíčka, nebo se bleskově zahrabe. Mláďata mají po narození bodliny ukryté pod kůží. prvních osm týdnů tráví v matčině vaku, kde olizují mateřské mléko ze zvláštního mléčného políčka (ježury nemají struky). Po opuštění vaku zůstává ještě  několik měsíců v hnízdě.";"''";"Pražská zoo chová ježury od 50. let minulého století. Jedna z ježur, kterou přivezl prof. Veselovský přímo z Austrálie, se v zoo dožila 50 let. V souvislosti s rekonstrukcí pavilonu malých živočichů (dnes Afrika zblízka) byl chov přerušen. V roce 2013 osídlily ježury expozici v noční části pavilonu Indonéská džungle.";"Pavilon Indonéská džungle ";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5828-indoneska-dzungle"
155;"Kachna patagonská";"Anas (Lophonetta) specularioides";"Ptáci (Aves)";"Vrubozobí (Anseriformes)";"Má celkově hnědo-béžové zbarvení s tmavším temenem, světlou přední stranou krku a tmavým hřbetem. Poznáte ji podle štíhlé postavy i krku a hlavně podle malé chocholky v týle.

 ";"https://zoopraha.cz/images/lexikon-images/kachna_patagonska_-_snapp3r_-_CC_BY-ND_2.0_-_Flickr.jpg";"Kachna patagonská, foto: Snapp3r";"Jižní Amerika";"nejjižnější části Jižní Ameriky včetně Falklandských ostrovů";"travnaté území";"mokřady, bažiny, jezera, laguny i mořské pobřeží";"bezobratlí";"vodní bezobratlí (měkkýši, hmyz a jeho larvy, korýši), vodní řasy";"délka 51–61 cm, hmotnost okolo 1 kg";"Samice snáší 5–8 vajec, na kterých sedí 30 dnů.";"Kachny patagonské neboli vlasaté mají velmi vyvinuté teritoriální chování, své území si hájí i vůči jiným druhům ptáků. Hnízdo staví na zemi ve vegetaci, na vejcích sedí pouze samice, o mláďata pečují oba rodiče.";"''";" 
První kachna patagonská žila v zoo v letech 1984−2000. Jednalo se o samici, ke které přišel v roce 1990 samec. V roce 1992 byla poprvé úspěšně odchována mláďata. Také současný pár – samice z plzeňské zoo a samec pocházející ze Zoo Drážďany – se stal rodiči několika mláďat.
 ";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
156;"Kachnice bělohlavá";"Oxyura leucocephala";"Ptáci (Aves)";"Vrubozobí (Anseriformes)";"Vyznačuje se typicky schodovitě uspořádanými ocasními pery, která při plavání na hladině vztyčuje kolmo k tělu. Snadno ji poznáte i podle zobáku s vysokým hrbolem u kořene.
";"https://zoopraha.cz/images/lexikon-images/Kachnice_belohlava_-_Jiri_Trojanek.jpg";"Kachnice bělohlavá, foto: Jiří Trojánek, Zoo Praha";"Evropa";"nesouvislý areál od Španělska na východ po Čínu";"travnaté území";"malá jezera, rybníky, močály, laguny";"bezobratlí";"části vodních rostlin, vodní bezobratlí";"délka 43–48 cm, rozpětí křídel 62–70 cm, hmotnost 0,5–0,8 kg";"Snáší 5–8 vajec, sedí na nich 22–24 dny.";"Létá nemotorně a ztěžka, je proto snadným cílem lovců. Mimo dobu hnízdění se sdružuje do početných hejn. Během hnízdění jsou dočasně monogamní, samec láká samici zvláštními chřestivými zvuky. Hnízdo buduje v hustém pobřežním porostu a často nad ním dělá „stříšku“ z ohnutých listů.";"Populace kachnice bělohlavé se zdá být v současné době stabilizovaná, přesto je v Červeném seznamu IUCN zařazena jako ohrožený druh. Po silném poklesu početního stavu v předchozích několika desetiletích, kdy téměř zmizela především ve Středomoří, žije dnes na světě okolo 8–13 tisíc kachnic. Tuto situaci dokresluje příklad populace ve Španělsku. V padesátých letech zde hnízdilo okolo 400 ptáků, zatímco o 20 let později klesl jejich počet na pouhé 22 kusy. V roce 2006 jich však ve Španělsku díky důsledné ochraně hnízdišť opět žilo přes 2500. Největší nebezpečí pro kachnici bělohlavou představuje především mizení vhodného životního prostředí a intenzivní lov na zimovištích. Ohrožena je i křížením s americkou kachnicí kaštanovou, která byla kdysi dovezena do Anglie a odtud expandovala do jihoevropských zemí.";" 
První pár kachnic přišel v roce 1998. V letech 2002−2004 nastala v důsledku srpnové povodně krátká přestávka a chov byl obnoven příchodem dvou párů. V roce 2013 se podařilo odchovat první mládě.
 ";"Ptačí svět";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5807-ptaci-svet"
157;"Kachnička šedoboká";"Callonetta leucophrys";"Ptáci (Aves)";"Vrubozobí (Anseriformes)";"Po celý rok jsou samci zbarvení poměrně výrazně – mají světlou hlavu s černým pruhem přes čelo a temno až do zátylku, rezavý až olivově hnědý hřbet, šedé boky a narůžovělou hruď s černými skvrnkami. Samice jsou méně pestré. Obě pohlaví mají černý ocas, světlý kostřec a kontrastní bílou skvrnu na křídlech.

 
 ";"https://zoopraha.cz/images/lexikon-images/Kachnicka_sedoboky4_Rosicky.jpg";"Kachnička šedoboká, foto: Petr Rošický, Zoo Praha";"Jižní Amerika";"střední Jižní Amerika východně od And";"tropický les";"tropické bažinaté lesy, močály a lesní jezera";"části rostlin";"různé části rostlin";"délka 35−38 cm, hmotnost 190−360 g";"Snáší 6–12 vajec, sedí na nich 26–28 dnů.";"Vzhledem ke skrytému způsobu života v neprostupných lesích víme o jejím životě velmi málo, údaj o době inkubace je z chovů. Žije v párech nebo malých skupinách. Hnízdí v dutinách stromů nebo ve starých hnízdech jiných druhů ptáků, což je pro plovavé kachny dost netypické. Odborníci ovšem zatím nemají jasno, jako jsou vlastně příbuzenské vztahy této úhledné kachničky. Je možné, že má blíž k husovcům než k typickým kachnám. Svědčí o tom i pozorování z chovu v lidské péči – o mláďata pečují oba rodiče, což je právě pro husovce charakteristické. Na vejcích ale sedí jen samice. ";"''";"''";"Dolní část zoo";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu"
158;"Kajmanka supí";"Macrochelys temminckii";"Plazi (Reptilia)";"Želvy (Chelonia)";"Je to největší sladkovodní želva na světě. Na hřbetní části krunýře (karapaxu) má tři řady vystouplých štítků, velkou hlavu a silné čelisti. Oči jsou posazené po stranách hlavy.

 
 ";"https://zoopraha.cz/images/lexikon-images/kajmanka_supi_-_Garry_Tucker__USFWS_-_CC_BY_2.0_-_Flickr.jpg";"Kajmanka supí, foto: Garry Tucker";"Jižní Amerika";"od severní Floridy po jižní Georgii a podél Mexického zálivu po Texas, severně po Illinois a Kansas";"sladké vody";": stojaté vody, tůně, mokřiny";"živá kořist";"vodní živočichové";"délka krunýře až 70 cm, délka ocasu až 50 cm, hmotnost 20–80 (100) kg";"počet vajec 9–61, inkubace 84–142 dny";"Většinu času tráví nehybně v mělké vodě a číhá na ryby i různé jiné živočichy. Vydrží pod vodou na jedno nadechnutí až 50 minut a zůstává tak nehybná, že jí na krunýři mohou růst řasy a přispívat k jejímu maskování. Kořist láká na zvláštní návnadu: na špičce jazyka má pohyblivý červovitý výrůstek, který je pro ryby neodolatelný. I když kajmanka (stejně jako všechny želvy) nemá zuby, dovede ostrými hákovitými čelistmi pevně chytit i kluzkou rybu. Každý chovatel si na ně musí dát pozor, protože kajmanka je neobyčejně hbitá a větší želva by mohla člověku překousnout prst. V noci úkryt opouští a vydává se hledat i jinou potravu, například zdechliny. Samice zahrabává vejce do písku ve vzdálenosti do 50 m od vody.
";"Kajmanka dravá je v Červeném seznamu IUCN vedena jako zranitelný druh, a to především v důsledku lovu.";" 
První dvě kajmanky přišly do zoo v letech 1955 a 1956 a žily tu více než 40 let. Mezitím jsme získali dvě samice – v roce 1995 z Kolína n. R. a v roce 1996 z Curychu. Obě jsou v zoo dodnes. V roce 2006 dorazil z brněnské zoo také samec a již v roce 2010 jsme se dočkali prvních dvou mláďat. Třetí mládě se vylíhlo v roce 2012.
 ";"Terárium";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5814-terarium"
159;"Kaloň egyptský";"Rousettus aegyptiacus";"Savci (Mammalia)";"Letouni (Chiroptera)";"Je to středně velký kaloň s hnědým až šedým hřbetem, světlejším břichem a žlutavým límcem. Létací blány jsou šedočerné. 
";"https://zoopraha.cz/images/lexikon/kaloň_egyptský_5.jpg";"Kaloň egyptský, foto: archiv Zoo Praha";"Asie";"Afrika, Blízký východ, Asie po Pákistán";"listnatý a smíšený les";"různé typy lesů, jeskyně";"plody";"zralé plody (moruše, fíky apod.)";"délka těla 15−17 cm, délka ocasu 6−19 mm, rozpětí 60 cm, hmotnost 80−170 g";"Samice je březí 4 měsíce a rodí 1 mládě.";"Jsou to pospolití savci, kteří žijí v koloniích od 20 do několika tisíc jedinců. Ve dne odpočívají v jeskyních a podobných vlhkých a tmavých místech, v noci vylétají hledat potravu. Orientují se nejen zrakem, ale částečně také pomocí ultrazvuků (echolokací), i když ne tak dokonale jako netopýři. Zvuky vydávají jazykem a ozvěnu zachytí boltci. V době rozmnožování se partneři lákají pomocí pachových signálů. Samice nosí nejprve mládě na břiše, později ho odkládá do jakési „školky“, kde jsou mláďata dalších samic z kolonie.";"''";" 
Kaloně egyptské chováme od roku 2004, i když v polovině 50. let prošli zoologickou zahradou „tranzitní“ kaloni, o jejichž dalším osudu se záznamy nedochovaly.
 ";"Pavilon Indonéská džungle ";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5828-indoneska-dzungle"
160;"Kaloň rodriguezský";"Pteropus rodricensis";"Savci (Mammalia)";"Letouni (Chiroptera)";"Díky zlatavé srsti na přední části těla se mu říká "zlatý kaloň".
";"https://zoopraha.cz/images/lexikon/Kaloň_rodriguezský.jpg";"Kaloň rodriguezský, foto: archiv Zoo Praha";"Afrika";"ostrovy Mauritius, Round Island a Rodrigues";"tropický les";"souvislé tropické lesy";"plody";"měkké plody, nektar, pyl";"délka těla 15-20cm, rozpětí křídel 50-90 cm, hmotnost 300-350 g";"Samice je březí 120–180 dní a rodí 1 mládě.";"Sdružuje se do menších kolonií, které společně během dne odpočívají v korunách stromů. Kaloni jsou aktivní hlavně ráno a večer.";"Kaloni hrají v ekosystémech velmi důležitou roli, protože pomáhají opylovat stromy a šířit jejich semena. V případě ostrovních druhů však hrozí kaloňům stále větší nebezpečí vyhubení. To platí i pro kaloně rodriguezského. Na prvních dvou již vymizel a přežívá jen na posledním. V 70. letech 20. století klesly stavy kaloňů rodriguezských v důsledku tajfunu na posledních 70 jedinců. Díky intenzivní ochraně a záchrannému chovu ex-situ se podařilo kaloně rozmnožit a dnes jich na světě žijí téměř 2 000. Významný podíl na tom má Durellova zoo na New Jersey.";" 
Kaloně rozdiguezské chováme od roku 2008. V zimě obývají společný prostor s želvami obrovskými a sloními, v létě jsou v zázemí.
 ";"Pavilon velkých želv";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5813-pavilon-velkych-zelv"
161;"Kaložrout skvrnitý";"Scatophagus argus";"Ryby paprskoploutvé (Actinopterygii)";"Ostnoploutví (Perciformes)";"Má vysoké, ploché tělo, stříbřité zbarvení a četné tmavé skvrnky.

 
 ";"https://zoopraha.cz/images/lexikon-images/kalozrout_skvrnity.jpg";"Kaložrout skvrnitý, foto: Tereza Mrhálková, Zoo Praha";"Austrálie";"Kuindo-australská oblast";"sladké vody";"moře, smíšené a sladké vody";"bezobratlí";"části rostlin, bezobratlí, detrit (uszaené organické zbytky)";"délka těla až 35 cm";"Kladou jikry na kameny, o potomky pečují oba rodiče.";"Patří k rybám často chovaným v akváriích. Dokáže se přizpůsobit i kolísající salinitě vody. Potěr obývá spíše sladké vody, poté se stěhuje do moře. V přední části hřbetní ploutve má jedové ostny, kterými může způsobit bolestivé zranění.";"''";"Tento druh chováme od roku 2004 v brakickém akváriu v pavilonu Indonéská džungle.";"Pavilon Indonéská džungle ";"http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5828-indoneska-dzungle"
